股票代码,股票名称,新闻标题,新闻内容,发布时间
601021,春秋航空,春秋航空(601021.SH)：2026年一季报净利润为9.83亿元,2026年4月30日，春秋航空(601021.SH)发布2026年一季报。 　　公司营业总收入为60.70亿元。归母净利润为9.83亿元。经营活动现金净流入为16.40亿元。,2026-04-30 10:09:11
601021,春秋航空,春秋航空27名“宝妈”学员全员毕业，“五一”后飞向蓝天,在不久的将来，旅客就将在春秋航空的航班上见到这批身着制服、眼神坚定的“宝妈”乘务员。,2026-04-28 14:40:07
600581,*ST八钢,*ST八钢拟向华宝投资定增募资12.97亿,4月30日，*ST八钢(600581.SH)公告称，拟面向华宝投资定增募资12.97亿元，用于补充流动资金和偿还债务。华宝投资为公司实际控制人中国宝武的全资子公司，本次发行不会导致公司控股股东和实际控制人发生变化，不会导致公司不具备上市条件。,2026-04-30 21:00:30
600581,*ST八钢,*ST八钢：拟向华宝投资定增募资12.97亿元,*ST八钢(600581.SH)公告称，拟面向华宝投资定增募资12.97亿元，用于补充流动资金和偿还债务。华宝投资为公司实际控制人中国宝武的全资子公司，本次发行不会导致公司控股股东和实际控制人发生变化，不会导致公司不具备上市条件。,2026-04-30 19:25:28
600581,*ST八钢,实控人子公司伸援手全包！*ST八钢拟定增近13亿元“补血偿债”、全力“保壳”,"*ST八钢近年净利润 　　市场分析认为，对于*ST八钢而言，本次定向增发已不仅是一次普通的再融资行为，更是一场关乎公司""保壳""成败的关键战役。",2026-05-01 12:52:11
600581,*ST八钢,*ST八钢：一季度净亏损3.27亿元,南财智讯4月27日电，*ST八钢公告，公司2026年第一季度实现营业收入32.52亿元，同比下降7.37%；归属于上市公司股东的净利润为-3.27亿元。,2026-04-27 17:04:00
600581,*ST八钢,*ST八钢(600581.SH)：2026年一季报净利润为-3.27亿元，同比亏损缩小,2026年4月28日，*ST八钢(600581.SH)发布2026年一季报。 　　公司截至2026年3月31日，*ST八钢营业总收入为32.52亿元。截至2026年3月31日，*ST八钢归母净利润为-3.27亿元，较去年同报告期归母净利润增加4286.71万元，实现3年连续上涨。,2026-04-28 10:48:28
600581,*ST八钢,A股定增一览：12家公司披露定增进展,从当日最新披露定增预案来看，信科移动-U、*ST八钢、新澳股份分别拟定增不超70.0亿元、12.97亿元、10.19亿元。今年以来，已有70家公司公告定增方案已完成，23家公司定增金额超10亿元。,2026-05-01 08:04:09
600581,*ST八钢,煤炭概念下跌2.01%，8股主力资金净流出超亿元,1448.97 600971 恒源煤电 -6.21 2.03 -1349.89 600395 盘江股份 -2.73 1.80 -1311.25 600408 安泰集团 -2.66 4.56 -1275.26 600403 大有能源 -2.73 1.24 -1248.68 600581 *ST,2026-05-07 16:41:00
600581,*ST八钢,能源早报 | 宁德时代净筹约391亿港元；江西铜业拟分拆子公司至香港联交所上市,*ST八钢拟向华宝投资定增募资12.97亿元 　　4月30日，*ST八钢公告，拟面向华宝投资定增募资12.97亿元，用于补充流动资金和偿还债务。华宝投资为公司实际控制人中国宝武的全资子公司，本次发行不会导致公司控股股东和实际控制人发生变化，不会导致公司不具备上市条件。,2026-05-01 08:00:00
600581,*ST八钢,操盘必读丨五一档票房超过去年同期；纳指创新高，原油跌超3%,重要公告>> 　　宁德时代：以628.20港元的配售价完成H股配售事项所得款项总额约392亿港元 　　4连板越剑智能：智能验布机产品仍在市场推广的前期阶段 　　*ST八钢：拟向华宝投资定增募资12.97亿元 　　信科移动：拟定增募资不超过70亿元用于6G研发项目等 　　中芯国际：上交所并购重组审核委员会定于,2026-05-06 08:46:07
600581,*ST八钢,A股ESG强信披首考收官 披露率近49%,其中，*ST八钢碳排增幅最大，为26.71%。 　　76家建材企业中，有36家企业披露了ESG报告。水泥企业中，天山股份、海螺水泥的碳排放总量均有下降，且两家企业都披露了范围3的数据。 　　31家铝企中，有5家在今年信披季已披露ESG报告并完整披露碳排放量。,2026-05-07 07:00:00
002511,中顺洁柔,"【调研快报】中顺洁柔接待中顺洁柔纸业股份有限公司2025年度业绩说明会采用网络远程方式进行,面向全体投资者调研","中顺洁柔5月13日公告称，5月13日接待中顺洁柔纸业股份有限公司2025年度业绩说明会采用网络远程方式进行,面向全体投资者调研。接待人员包括董事、副总裁、董事会秘书 梁戈宇,证券事务代表 张夏。",2026-05-13 20:21:15
002511,中顺洁柔,中顺洁柔回应：净利翻三倍背后，研发人员锐减181人，研发费用不断收缩,5月13日，中顺洁柔(002511)在网上召开业绩说明会。,2026-05-14 09:50:22
002511,中顺洁柔,中顺洁柔：拟每10股分红0.41元（含税）,证券日报网讯 5月11日，中顺洁柔发布公告称，公司2025年年度权益分派方案为：以实施本次利润分配方案的股权登记日总股本扣除公司回购专用证券账户股份后的总股本为基数，向全体股东每10股派发现金红利人民币0.41元（含税），不送红股，不以资本公积金转增股本。,2026-05-11 20:15:00
002511,中顺洁柔,中顺洁柔：每10股派0.41元，股权登记日为5月15日,南财智讯5月11日电，中顺洁柔发布2025年年度权益分派实施公告，以实施本次利润分配方案的股权登记日总股本扣除公司回购专用证券账户股份后的总股本为基数，向全体股东每10股派发现金红利人民币0.41元（含税），股权登记日为5月15日。,2026-05-11 18:35:00
002511,中顺洁柔,中顺洁柔：高波辞任财务总监，韩曙宁接任,2026年一季度，中顺洁柔实现收入21.98亿元，归母净利润1.03亿元。,2026-05-08 18:24:00
002511,中顺洁柔,中顺洁柔：累计回购公司股份2760000股,证券日报网讯 5月6日，中顺洁柔发布公告称，截至2026年4月30日，公司通过股份回购专用证券账户以集中竞价交易方式回购公司股份2，760，000股，占公司目前总股本的0.21%，其中，最高成交价为8.54元/股，最低成交价为7.83元/股，成交总金额22，858，873元（不含交易费用,2026-05-06 20:20:00
002511,中顺洁柔,中顺洁柔已回购276万股 金额2286万元,5月6日，中顺洁柔（002511）发布公告，截至2026年4月30日，公司已回购276万股，占总股本的0.21%，回购成交价格最高为8.54元/股，最低为7.83元/股，成交总金额为2286万元。 　　2026年一季度，中顺洁柔实现收入21.98亿元，归母净利润1.03亿元。,2026-05-06 16:48:00
002511,中顺洁柔,中顺洁柔：2026年一季度净利润1.03亿元 同比增长53.76%,中证智能财讯中顺洁柔（002511）4月28日披露2026年第一季度报告。,2026-05-01 16:48:11
002511,中顺洁柔,机构风向标 | 中顺洁柔(002511)2026年一季度已披露前十大机构持股比例合计下跌3.66个百分点,2026年4月28日，中顺洁柔(002511.SZ)发布2026年第一季报。截至2026年4月30日，共有13个机构投资者披露持有中顺洁柔A股股份，合计持股量达7.13亿股，占中顺洁柔总股本的55.46%。,2026-05-01 09:25:35
002511,中顺洁柔,中顺洁柔一季度净利润增长53.76%,北京商报讯（记者张君花）4月27日，中顺洁柔披露2026年第一季度报告称，公司一季度实现营业收入21.98亿元，同比增长6.29%；归属于上市公司股东的净利润1.03亿元，同比增长53.76%。,2026-04-27 21:15:52
001382,新亚电缆,新亚电缆2025年报：电力基建高景气赋能，双轮驱动开启成长新周期,架空导线业务的崛起，正是新亚电缆长期技术创新与研发项目积淀的成果。作为华南地区最大的架空导线制造商，新亚电缆曾参与三峡工程、特高压输电工程等国家重点项目，产品品质备受市场认可。,2026-05-14 19:19:25
001382,新亚电缆,新亚电缆：公司会积极关注电线电缆行业政策动态,证券日报网讯 5月6日，新亚电缆在互动平台回答投资者提问时表示，公司会积极关注电线电缆行业政策动态，同时也将持续关注政策给公司带来的市场机遇，目前公司生产经营正常，关于具体经营情况敬请查阅公司披露的相关公告。,2026-05-06 20:52:00
001382,新亚电缆,新亚电缆：关于开立募集资金专户并签订三方监管协议的公告,证券日报网讯 5月5日，新亚电缆发布公告称，2026 年 4 月 30 日，公司与保荐人广发证券股份有限公司、中国工商银行股份有限公司清远分行签订《募集资金三方监管协议》，本次设立募集资金专户。,2026-05-05 18:27:00
001382,新亚电缆,新亚电缆：2026年一季度净利润2573.68万元,中证智能财讯新亚电缆（001382）4月21日披露2026年第一季度报告。,2026-04-20 19:40:45
001382,新亚电缆,新亚电缆：关于拟续聘2026年度会计师事务所的公告,证券日报网讯 4月20日，新亚电缆发布公告称，公司拟续聘容诚会计师事务所（特殊普通合伙）为公司2026年度财务报告及内部控制审计机构。项目合伙人欧昌献、签字注册会计师雷靖靖、项目质量复核人罗君近三年内未曾因执业行为受到刑事处罚、行政处罚、监督管理措施和自律监管措施、纪律处分。,2026-04-20 20:12:00
001382,新亚电缆,新亚电缆：关于申请综合授信额度并接受关联方提供担保的公告,证券日报网讯 4月20日，新亚电缆发布公告称，公司于2026年4月17日召开第二届董事会第十六次会议，审议通过了《关于申请综合授信额度并接受关联方提供担保的议案》，同意公司向银行申请不超过人民币20.00亿元（含本数）的综合授信额度，有效期为自股东会审议通过之日起一年，在授权期限内,2026-04-20 18:56:00
001382,新亚电缆,新亚电缆：关于使用部分闲置募集资金暂时补充流动资金的公告,证券日报网讯 4月20日，新亚电缆发布公告称，公司于 2026 年 4 月 17 日召开第二届董事会第十六次会议，审议通过了《关于使用部分闲置募集资金暂时补充流动资金的议案》，同意公司使用不超过人民币 1.80 亿元的闲置募集资金暂时补充流动资金，使用期限自董事会审议通过之日起不超过,2026-04-20 19:11:00
001382,新亚电缆,新亚电缆：一季度净利润2573.68万元 同比下降14.98%,新亚电缆披露一季报，公司2026年一季度实现营业收入7.44亿元，同比增长22.99%；归母净利润2573.68万元，同比下降14.98%。,2026-04-20 17:39:47
001382,新亚电缆,新亚电缆：一季度净利润2573.68万元 同比下降14.98%,人民财讯4月20日电，新亚电缆(001382)4月20日披露一季报，公司2026年一季度实现营业收入7.44亿元，同比增长22.99%；归母净利润2573.68万元，同比下降14.98%。,2026-04-20 17:19:00
001382,新亚电缆,新亚电缆：一季度净利润2573.68万元，同比减少14.98%,南财智讯4月20日电，新亚电缆公告，公司2026年第一季度实现营业收入7.44亿元，同比增长22.99%；归属于上市公司股东的净利润2573.68万元，同比减少14.98%；经营活动产生的现金流量净额为-2.45亿元。,2026-04-20 17:11:00
000999,华润三九,华特达因：长期看好华润三九的市场营销能力,华特达因5月15日在业绩说明会上表示，2025年，公司与华润三九合作的维生素D产品的市场未达预期，但公司长期看好华润三九的市场营销能力和维生素D产品的市场潜力。两家公司通过合作继续促进维生素D产品的提升，携手并进，实现优势互补，促进业绩发展和销售目标的实现。,2026-05-16 21:04:11
000999,华润三九,华特达因：长期看好华润三九的市场营销能力和维生素D产品的市场潜力,华特达因5月15日在业绩说明会上表示，2025年维生素D与华润三九合作未达预期，但公司长期看好华润三九的市场营销能力和维生素D产品的市场潜力。两家公司通过合作继续促进维生素D产品的提升，携手并进，实现优势互补，促进业绩发展和销售目标的实现。目前，双方暂无其他药品的合作代理计划。,2026-05-16 17:43:21
000999,华润三九,华润三九增持昆药集团 看好银发健康前景信心不改,回溯融合历程，2022年12月，华润三九完成昆药集团28%股份过户，2023年1月，昆药集团完成董事会改组，控股股东正式变更为华润三九，双方开启了“百日融合、一年融合、三年融合”的系统性整合进程。,2026-05-14 20:26:00
000999,华润三九,华润三九增持昆药集团730万股 持股比例升至29.01%,华润三九的增持，将成为市场重新认知昆药集团投资价值的催化剂。,2026-05-15 14:36:22
000999,华润三九,昆药集团控股股东华润三九增持730万股 持股增至29.01%,昆药集团（600422）发布公告，控股股东华润三九医药股份有限公司（000999）于2026年4月27日至2026年5月14日通过集中竞价方式增持公司股份730万股，增持股份占公司总股本的0.96%。此次增持后，华润三九的持股比例从28.05%增加至29.01%。,2026-05-14 18:52:00
000999,华润三九,华润三九如何借BGM0504撬动千亿代谢赛道？,天士力的加入，在短期内为华润三九直接带来了31个在研创新药项目，华润三九的研发资源与管线得到显著扩充。 　　在内生创新方面，华润三九的研发投入持续加码。,2026-05-06 15:58:00
000999,华润三九,华润三九“吞下”天士力首份年报：营收涨14％，利润近乎原地踏步，CHC板块为何“双降”？,（来源：Wind） 　　若天士力核心产品在后续集采中中标价低于预期，或者基层市场拓展不畅，华润三九可能面临商誉减值危机。 　　回顾华润三九收购昆药集团的案例，或许能够“以古鉴今”。 　　被华润三九揽入麾下三年后，昆药集团业绩大幅下滑。,2026-04-29 15:41:26
000999,华润三九,华润三九与深圳市第三人民医院达成战略合作,人民财讯4月27日电，近日，华润三九医药股份有限公司（简称 “华润三九”）与深圳市第三人民医院在深圳签署战略合作协议，并正式揭牌共建细胞与基因治疗（CGT）联合实验室。,2026-04-27 14:13:00
000999,华润三九,华润三九：2026年一季度净利润10.76亿元,中证智能财讯华润三九（000999）4月25日披露2026年第一季度报告。,2026-04-25 09:22:02
000999,华润三九,华润三九一季度营收增长18.62% 归母净利润同比下滑15.29%,华润三九(000999.SZ)于4月24日发布2026年第一季度业绩报告。报告显示，公司该季度实现营业收入81.3亿元，较上年同期增长18.62%；归属于母公司所有者的净利润为10.76亿元，同比下降15.29%。此外，基本每股收益为0.65元。（央广财经）,2026-04-25 19:13:02
688606,奥泰生物,直击奥泰生物股东会：POCT行业“洗牌期”远未结束,5月12日，在奥泰生物2025年年度股东会上，公司董事长、总经理高飞直言，行业的“洗牌期”远未结束，底部或许要到明年年底才会出现。 　　数据显示，奥泰生物2025年实现营收9.05亿元，同比微增4.47%；归母净利润2.20亿元，同比下滑27.20%。,2026-05-13 14:15:00
688606,奥泰生物,奥泰生物已回购167万股 金额1.06亿元,奥泰生物（688606）发布公告，截至2026年5月8日，公司已回购167万股，占总股本的2.11%，回购金额为1.06亿元，回购价格区间为54.14元/股至68.29元/股。 　　2026年一季度，奥泰生物实现收入1.95亿元，归母净利润1939万元。,2026-05-08 16:40:00
688606,奥泰生物,奥泰生物：4月份累计回购公司股份237000股,证券日报网讯 5月6日，奥泰生物发布公告称，2026年4月，公司通过集中竞价交易方式已累计回购公司股份237，000股，占公司总股本79，280，855股的比例为0.30%，回购成交的最高价为54.77元/股，最低价为54.14元/股，支付的资金总额为人民币12，914，880.94,2026-05-06 20:01:00
688606,奥泰生物,奥泰生物：目前公司经营正常，现金流稳健,证券日报网讯 5月6日，奥泰生物在互动平台回答投资者提问时表示，受境外市场需求和价格波动、汇率变动及研发和市场注册投入增加等因素影响，公司一季度业绩有所下滑。目前公司经营正常，现金流稳健。,2026-05-06 20:28:00
688606,奥泰生物,奥泰生物累计回购155万股 总支付9882万元,5月6日，奥泰生物（688606）发布公告，截至2026年4月30日，公司已累计回购155万股，占总股本的1.95%，回购资金总额为9882万元，回购价格区间为54.14元/股至68.29元/股。 　　2026年一季度，奥泰生物实现收入1.95亿元，归母净利润1939万元。,2026-05-06 16:49:00
688606,奥泰生物,奥泰生物：公司将致力于提升销售规模，优化费用结构,证券日报网讯 5月6日，奥泰生物在互动平台回答投资者提问时表示，公司2025年销售、管理、研发费用同比增长，主要系国内外市场拓展致使市场费用增加、电化学技术平台扩大投入以及美国FDA和国内产品注册加速导致的研发投入增加、新建厂房转固后的折旧摊销增加等对利润造成影响。,2026-05-06 20:19:00
688606,奥泰生物,奥泰生物：公司目前暂未考虑布局创新药及AI制药领域,证券日报网讯 5月6日，奥泰生物在互动平台回答投资者提问时表示，公司目前暂未考虑布局创新药及AI制药领域。公司始终深耕POCT核心赛道，围绕毒品及药物滥用、传染病、妇女健康、肿瘤标志物、心脏标志物五大领域持续创新，保持胶体金、荧光免疫、化学发光等多技术路线协同发展。,2026-05-06 20:19:00
688606,奥泰生物,奥泰生物：公司不涉及增值税由3%简易征收调整为13%一般征收的情形,证券日报网讯 5月6日，奥泰生物在互动平台回答投资者提问时表示，公司不涉及增值税由3%简易征收调整为13%一般征收的情形，公司增值税计税方式未发生任何变化，因此公司不存在因税率调整带来的额外税收成本增加，亦不构成对利润的任何影响。,2026-05-06 20:01:00
688606,奥泰生物,净利下滑近三成、外销依赖隐忧凸显，奥泰生物陷增收不增利困局,奥泰生物交出了一份增收不增利的成绩单。4月19日晚间，奥泰生物公布2025年年报，该公司实现营业收入同比增长4.47%，而归母净利润仅2.2亿元，同比减少27.2%，扣非后净利润降幅更达33.84%。,2026-04-20 17:01:03
688606,奥泰生物,奥泰生物业绩持续恶化：高度依赖海外市场、代工模式隐忧凸显,从年报看，奥泰生物的盈利能力正在经受考验，然而，奥泰生物业绩恶化的趋势并没有停止，同日发布的奥泰生物2026年一季报显示，一季度公司主营收入1.95亿元，同比下降6.29%；归母净利润1939.43万元，同比下降68.32%；扣非净利润1177.29万元，同比下降79.82%。,2026-04-20 17:40:36
000783,长江证券,【调研快报】易普力接待长江证券等2家机构调研,"易普力5月17日公告称，5月15日接待长江证券等2家机构调研。接待人员包括董事会秘书 邹七平,证券事务部 王东东。 　　公司就以下问题进行了回复：1.请介绍一下民爆行业“反内卷”情况? 答:您好!",2026-05-17 17:07:34
000783,长江证券,【调研快报】汇绿生态接待长江证券等8家机构调研,"汇绿生态5月14日公告称，5月13日接待长江证券等8家机构调研。接待人员包括汇绿生态董事会秘书 严琦,证券事务代表 方铂淳。 　　公司就以下问题进行了回复：投资者关系活动主要内容介绍, 汇绿生态董事会秘书严琦向投资者简要介绍了公司的基本情况,并回答了投资者问题。",2026-05-14 18:27:11
000783,长江证券,【游资动向】大族激光今日涨停 长江证券北京新源里净买入3.2亿元,人民财讯5月13日电，大族激光今日涨停，成交额64.1亿元，盘后数据显示，长江证券北京新源里证券营业部净买入3.2亿元。,2026-05-13 16:43:00
000783,长江证券,券商板块午后拉升，锦龙股份涨停，长江证券等走高,券商板块11日午后发力上扬，截至发稿，锦龙股份涨停；长江证券涨近7%，盘中一度触及涨停；东方财富、东吴证券涨近4%。 　　机构表示，券商整体一季度业绩表现亮眼，显著提振板块信心，市场交投持续活跃，自4月以来，A股每周日均股基成交量稳步攀升，为行业基本面景气度上行提供坚实支撑。,2026-05-11 15:18:00
000783,长江证券,【调研快报】冀中能源接待长江证券等14家机构调研,"冀中能源5月11日公告称，5月7日接待长江证券等14家机构调研。接待人员包括总会计师 王万强,财务部部长 杨立军,公司证代 李英。 　　公司就以下问题进行了回复：一、2025 年上半年和下半年吨煤成本多少?成本变化的原因是什么?",2026-05-11 17:24:57
000783,长江证券,【调研快报】周大生接待长江证券调研,"周大生5月8日公告称，5月8日接待长江证券调研。接待人员包括证券事务代表 荣欢。 　　公司就以下问题进行了回复：一、问答环节: 投资者主要就2025年年度报告、2026年一季度报告、产品结构、终端销售情况等进行了交流,并参观了公司展厅,可参阅前次活动记录表之问答和已披露公告。",2026-05-08 19:13:46
000783,长江证券,【调研快报】浙江鼎力接待长江证券等15家机构调研,浙江鼎力5月8日公告称，4月28日接待长江证券等15家机构调研。接待人员包括董事会秘书 汪婷。,2026-05-08 15:52:59
000783,长江证券,【调研快报】中国核电接待长江证券等41家机构调研,中国核电5月8日公告称，4月30日接待长江证券等41家机构调研。,2026-05-08 15:52:01
000783,长江证券,突发！长江证券两连板独舞，券商板块集体哑火，主力狂逃16亿元,推动长江证券涨停的多为快进快出的短期游资，获利后迅速离场，导致股价回落、板块失去领涨动力，资金对成长赛道的偏好，成为反弹难以持续的核心原因之一。,2026-05-08 19:22:25
000783,长江证券,券商板块拉升 长江证券2连板,上证报中国证券网讯 5月6日，券商板块盘中拉升，截至10时15分，长江证券2连板，天风证券涨超8%，同花顺、华林证券、湘财股份、东方财富等跟涨。 数据来源：Choice金融终端,2026-05-06 10:40:00
300890,翔丰华,翔丰华：关于不提前赎回“翔丰转债”的公告,5月15日，翔丰华发布公告称，自2026年4月22日至2026年5月15日，公司股票已满足任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%），已触发“翔丰转债”有条件赎回条款。,2026-05-15 19:57:00
300890,翔丰华,翔丰华：目前公司订单稳定,证券日报网5月6日讯 ，翔丰华在接受调研者提问时表示，随着新能源汽车、储能及消费电子等领域需求持续增长，负极材料行业需求仍具备增长空间。目前公司订单稳定，具体业绩请关注公司后续公告。,2026-05-06 21:01:00
300890,翔丰华,翔丰华：公司2026年一季度业绩同比增长,证券日报网5月6日讯 ，翔丰华在接受调研者提问时表示，公司2026年一季度业绩同比增长，主要得益于下游新能源汽车、储能及消费电子市场等领域需求回暖，叠加公司产品结构持续优化、产销量稳步提升，同时行业库存逐步消化、公司新建产能有序释放，共同带动经营业绩同比改善。,2026-05-06 21:01:00
300890,翔丰华,【调研快报】翔丰华接待投资者网上提问调研,"翔丰华5月6日公告称，5月6日接待投资者网上提问调研。接待人员包括翔丰华董事长 周鹏伟,翔丰华副董事长、总经理 赵东辉,翔丰华董事、副总经理、财务总监、董事会秘书 叶文国,翔丰华独立董事 翟登云。",2026-05-06 19:08:42
300890,翔丰华,翔丰华：深度竞争与技术迭代并行 负极材料赛道增长可期,下游市场放量，叠加新建产能释放，负极厂商翔丰华(300890)业绩加速回暖。,2026-05-06 20:15:00
300890,翔丰华,翔丰华：公司正积极开拓德国PowerCoSE、韩国SK On国际知名锂电企业,证券日报网5月6日讯 ，翔丰华在接受调研者提问时表示，公司积极关注全球新能源汽车发展机遇，坚持国际化市场战略，正积极开拓德国PowerCoSE、韩国SK On国际知名锂电企业，同时持续开拓宝马中国、松下、特斯拉等国际客户。,2026-05-06 20:58:00
300890,翔丰华,翔丰华：公司将持续优化产品与客户结构，合理把控产能投放节奏,证券日报网5月6日讯 ，翔丰华在接受调研者提问时表示，2025年公司营收整体逐季稳步提升，主要受行业周期景气变化、各季度订单结构差异及产能有序释放等多重因素带动。,2026-05-06 20:58:00
300890,翔丰华,翔丰华：公司会持续推进产品结构优化、工艺改进及降本增效,证券日报网5月6日讯 ，翔丰华在接受调研者提问时表示，随着新能源汽车、储能及消费电子等领域需求持续增长，负极材料行业需求仍具备增长空间。公司密切跟踪市场变化，综合考虑原材料成本、下游需求等因素，制定合理的产品价格。,2026-05-06 21:01:00
300890,翔丰华,翔丰华：公司聚焦硅碳负极等前沿新材料研发及产业化进程,证券日报网5月6日讯 ，翔丰华在接受调研者提问时表示，当前负极材料行业已步入深度竞争与技术迭代并行的发展阶段，公司管理层立足行业长远发展，坚持高质量发展战略，持续技术创新，聚焦硅碳负极等前沿新材料研发及产业化进程；加大高端客户拓展与国际化布局，优化客户结构；精益运营降本增效，不断提升运营效率及抗风险能力,2026-05-06 21:01:00
300890,翔丰华,翔丰华：公司将持续开拓市场，不断开发新产品、储备新技术,证券日报网5月6日讯 ，翔丰华在接受调研者提问时表示，公司将持续开拓市场，不断开发新产品、储备新技术，并不断降低产品成本，以适应下游市场发展的需要。同时，公司持续推进精细化运营及降本增效，提高原材料利用效率，并结合市场需求稳步推进产能释放，持续提升运营效率及抗风险能力。,2026-05-06 21:12:00
300405,科隆股份,科隆股份：2025年实现营业总收入5.44亿元,中证智能财讯科隆股份（300405）4月29日披露2025年年度报告。,2026-04-29 16:04:36
300405,科隆股份,科隆股份：2025年净亏损6121.17万元,南财智讯4月28日电，科隆股份公告，公司2025年实现营业收入5.44亿元，同比下降13.96%；归属于上市公司股东的净利润为-6121.17万元，上年同期为-4983.29万元；归属于上市公司股东的扣除非经常性损益的净利润为-6932.27万元。,2026-04-28 20:03:00
300405,科隆股份,科隆股份(300405.SZ)2025年净利润为-6121.17万元，同比亏损扩大,2026年4月29日，科隆股份(300405.SZ)发布2025年年报。 　　公司营业总收入为5.44亿元，在已披露的同业公司中排名第147，较去年同报告期营业总收入减少8793.89万元，同比较去年同期下降13.91%。,2026-04-29 17:59:29
300405,科隆股份,科隆股份(300405.SZ)：2026年一季报净利润为122.28万元,2026年4月29日，科隆股份(300405.SZ)发布2026年一季报。 　　公司营业总收入为1.19亿元，在已披露的同业公司中排名第128。归母净利润为122.28万元，在已披露的同业公司中排名第119。,2026-04-29 09:00:41
300405,科隆股份,科隆股份2026年第一季度归母净利润约122万元,4月28日晚间，科隆股份（300405.SZ）发布一季度业绩公告。2026年第一季度，该公司营收约1.19亿元，同比增加31.56%；归属于上市公司股东的净利润约122万元，基本每股收益0.0043元。,2026-04-28 22:13:48
300405,科隆股份,稀土永磁板块盘初上扬，西磁科技涨超10%,稀土永磁板块盘初上扬，西磁科技涨超10%，北方稀土、中稀有色、科隆股份、立中集团、中国稀土跟涨。,2026-04-29 09:50:06
300405,科隆股份,稀土永磁概念走强 金瑞矿业涨停,南方财经4月29日电，稀土永磁概念走强，金瑞矿业涨停，北方稀土、立中集团、科隆股份、中国稀土、中稀有色等涨幅居前。,2026-04-29 09:50:00
300405,科隆股份,今日160只股长线走稳 站上年线,到目前为止，今日有160只A股价格突破了年线，其中乖离率较大的个股有苏文电能、科隆股份、三超新材等，乖离率分别为15.75%、7.47%、6.14%；锦泓集团、森霸传感、航天软件等个股乖离率较小，刚刚站上年线。,2026-04-29 12:01:00
300405,科隆股份,今日盘中突破年线个股,到目前为止，今日有151只A股价格突破了年线，其中乖离率较大的个股有苏文电能、科隆股份、三超新材等，乖离率分别为14.46%、7.31%、6.52%；利民股份、*ST星农、绿城水务等个股乖离率较小，刚刚站上年线。,2026-04-29 11:26:00
300405,科隆股份,【盘中播报】168只个股跨越牛熊分界线,到目前为止，今日有168只A股价格突破了年线，其中乖离率较大的个股有苏文电能、科隆股份、西菱动力等，乖离率分别为18.33%、8.58%、8.06%；星网锐捷、现代投资、同大股份等个股乖离率较小，刚刚站上年线。,2026-04-29 14:10:00
600594,益佰制药,益佰制药：一季度净亏损2952.49万元,南财智讯4月22日电，益佰制药公告，公司2026年第一季度实现营业收入3.59亿元，同比下降28.44%；归属于上市公司股东的净利润为-2952.49万元，上年同期为-938.57万元；经营活动产生的现金流量净额为4517.81万元，同比增长500.27%。,2026-04-22 19:26:00
600594,益佰制药,医药板块逆势活跃 益佰制药涨停,每经AI快讯，4月21日，医药板块逆势活跃，益佰制药涨停，金陵药业、广生堂、灵康药业、神州细胞、华纳药厂、赛伦生物跟涨。,2026-04-21 09:42:25
600594,益佰制药,医药板块逆势活跃 益佰制药涨停,医药板块逆势活跃，益佰制药涨停，金陵药业、广生堂、灵康药业、神州细胞、华纳药厂、赛伦生物跟涨。消息面上，国务院办公厅印发《关于健全药品价格形成机制的若干意见》，提出14条举措，包括优化创新药等新上市药品首发价格机制等。,2026-04-21 09:39:08
600594,益佰制药,益佰制药一季度归母净利润亏损约2952万元,4月22日晚间，益佰制药（600594.SH）发布一季度业绩公告。2026年第一季度，该公司营收约3.59亿元，同比减少28.44%；归属于上市公司股东的净利润亏损约2952万元，基本每股收益亏损0.038元。,2026-04-22 21:37:54
600594,益佰制药,益佰制药2025年度归母净利润亏损约3.3亿元,4月22日晚间，益佰制药（600594.SH）发布年度业绩报告。2025年，该公司营业收入约18.63亿元，同比减少14.31%；归属于上市公司股东的净利润亏损约3.3亿元，基本每股收益亏损0.42元。,2026-04-22 21:40:42
600594,益佰制药,益佰制药：公司2026年第一季度实现营业收入358837040.95元,证券日报网讯 4月22日，益佰制药发布2026年第一季度报告称，公司2026年第一季度实现营业收入358，837，040.95元，同比下降28.44%；归属于上市公司股东的净利润-29，524，902.89元。,2026-04-22 21:26:00
600594,益佰制药,益佰制药(600594.SH)2025年净利润为-3.30亿元，同比亏损放大,2026年4月23日，益佰制药(600594.SH)发布2025年年报。 　　公司营业总收入为18.63亿元，在已披露的同业公司中排名第20，较去年同报告期营业总收入减少3.11亿元，同比较去年同期下降14.31%。,2026-04-23 15:52:47
600594,益佰制药,益佰制药一季度亏损同比扩大至2952万元，营收同比降28.4%,4月22日，益佰制药(600594)公布2026年一季报，公司营业收入为3.59亿元，同比下降28.4%；归母净利润自去年同期亏损939万元变为亏损2952万元，亏损额进一步扩大；扣非归母净利润自去年同期亏损1566万元变为亏损3480万元，亏损额进一步扩大；经营现金流净额为4518,2026-04-22 23:11:00
