代码,名称
688618,三旺通信
605259,绿田机械
300523,辰安科技
300640,德艺文创
002148,北纬科技
002561,徐家汇
688058,宝兰德
688098,申联生物
002206,海 利 得
000090,天健集团
603156,养元饮品
600622,光大嘉宝
600030,中信证券
920436,大地电气
002972,科安达
603909,建发合诚
002998,优彩资源
603886,元祖股份
603801,志邦家居
688651,盛邦安全
688334,西高院
600675,中华企业
000901,航天科技
000538,云南白药
002102,ST能特
920833,美心翼申
688272,富吉瑞
300349,金卡智能
300329,海伦钢琴
688105,诺唯赞
300402,宝色股份
603893,瑞芯微
003037,三和管桩
603406,天富龙
300656,民德电子
603392,万泰生物
000756,新华制药
300991,创益通
001218,丽臣实业
300388,节能国祯
688285,高铁电气
002408,齐翔腾达
600996,贵广网络
002455,百川股份
300769,德方纳米
600004,白云机场
000859,国风新材
002588,史丹利
300942,易瑞生物
300614,百川畅银
601658,邮储银行
300849,锦盛新材
688562,航天软件
300008,天海防务
300105,龙源技术
601669,中国电建
300951,博硕科技
002567,唐人神
601968,宝钢包装
300719,安达维尔
600905,三峡能源
300040,九洲集团
920082,方正阀门
600121,郑州煤电
600495,晋西车轴
300341,麦克奥迪
600666,奥瑞德
002025,航天电器
002679,福建金森
301116,益客食品
000036,华联控股
002389,航天彩虹
920438,戈碧迦
300150,世纪瑞尔
603896,寿仙谷
000952,广济药业
300454,深信服
688758,赛分科技
000959,首钢股份
601139,深圳燃气
300740,水羊股份
603936,博敏电子
600117,西宁特钢
301049,超越科技
000719,中原传媒
300012,华测检测
000555,神州信息
300877,金春股份
603860,中公高科
300931,通用电梯
002212,天融信
002476,宝莫股份
300207,欣旺达
301298,东利机械
920060,万源通
920077,吉林碳谷
603516,淳中科技
600298,安琪酵母
000617,中油资本
603168,莎普爱思
002047,*ST宝鹰
002144,宏达高科
605199,ST葫芦娃
002985,北摩高科
688096,京源环保
000900,现代投资
920089,禾昌聚合
688203,海正生材
002867,周大生
600408,安泰集团
601228,广州港
301515,港通医疗
300519,新光药业
002390,信邦制药
600834,申通地铁
688081,兴图新科
300999,金龙鱼
301233,盛帮股份
600660,福耀玻璃
301314,科瑞思
600444,国机通用
603282,亚光股份
000665,湖北广电
688528,秦川物联
600671,天目药业
002596,海南瑞泽
300425,中建环能
600467,好当家
688085,三友医疗
688479,友车科技
002912,中新赛克
603968,醋化股份
301223,中荣股份
002116,中国海诚
688220,翱捷科技-U
301166,优宁维
600760,中航沈飞
002414,高德红外
300502,新易盛
002536,飞龙股份
002252,上海莱士
300917,特发服务
301388,欣灵电气
002946,新乳业
300135,宝利国际
600050,中国联通
920278,鹿得医疗
000153,丰原药业
300763,锦浪科技
000563,陕国投Ａ
301682,宏明电子
000679,大连友谊
000713,国投丰乐
002483,润邦股份
600128,苏豪弘业
300989,蕾奥规划
600272,开开实业
688391,钜泉科技
001379,腾达科技
601686,友发集团
002966,苏州银行
001206,依依股份
603661,恒林股份
300619,金银河
301559,中集环科
600658,电子城
600872,中炬高新
600883,博闻科技
601952,苏垦农发
300513,恒实科技
300515,三德科技
601598,中国外运
920367,新赣江
920895,花溪科技
002053,云南能投
600221,海航控股
688273,麦澜德
601789,宁波建工
002663,普邦股份
301010,晶雪节能
002065,东华软件
000922,佳电股份
301050,雷电微力
600230,沧州大化
688051,佳华科技
001278,一彬科技
688683,莱尔科技
300967,晓鸣股份
920195,三祥科技
300554,三超新材
688310,迈得医疗
002037,保利联合
002591,恒大高新
000403,派林生物
920122,中纺标
300923,研奥股份
300070,碧水源
688566,吉贝尔
603808,歌力思
600737,中粮糖业
000007,全新好
300374,中铁装配
000820,*ST节能
300373,扬杰科技
600689,上海三毛
000557,西部创业
300480,光力科技
001309,德明利
002956,西麦食品
601288,农业银行
600057,厦门象屿
605116,奥锐特
688060,云涌科技
300209,行云科技
600807,济高发展
002701,奥瑞金
300552,万集科技
301265,华新科技
300030,阳普医疗
688552,航天南湖
002350,北京科锐
601800,中国交建
002756,永兴材料
603321,梅轮电梯
002675,东诚药业
301065,本立科技
603630,拉芳家化
001390,古麒绒材
300342,天银机电
300407,凯发电气
002632,道明光学
002631,德尔未来
000661,长春高新
688638,誉辰智能
300901,中胤时尚
002866,传艺科技
600796,钱江生化
300296,利亚德
300368,汇金股份
920579,机科股份
920508,殷图网联
600918,中泰证券
300521,爱司凯
300906,日月明
600939,重庆建工
603669,灵康药业
000598,兴蓉环境
002615,哈尔斯
300146,汤臣倍健
688289,圣湘生物
600956,新天绿能
300021,大禹节水
300099,尤洛卡
002075,沙钢股份
603709,中源家居
688332,中科蓝讯
601158,重庆水务
600282,南钢股份
688416,恒烁股份
601059,信达证券
920806,云星宇
002346,柘中股份
603829,洛凯股份
301446,福事特
600999,招商证券
002094,青岛金王
601016,节能风电
300888,稳健医疗
600460,士兰微
002140,东华科技
301359,东南电子
001223,欧克科技
603696,安记食品
003041,真爱美家
300765,新诺威
920262,太湖雪
601128,常熟银行
603377,ST东时
688363,华熙生物
603150,万朗磁塑
002773,康弘药业
000881,中广核技
601066,中信建投
002344,海宁皮城
300419,ST浩丰
600223,福瑞达
600928,西安银行
920634,新威凌
600097,开创国际
002732,燕塘乳业
920675,XD秉扬科
300930,屹通新材
001255,博菲电气
002559,亚威股份
600217,中再资环
002370,亚太药业
003023,彩虹集团
600064,南京高科
920212,智新电子
300034,钢研高纳
300077,国民技术
603011,合锻智能
002045,国光电器
300858,科拓生物
002169,智光电气
300401,花园生物
301395,仁信新材
002376,新北洋
002601,龙佰集团
301360,荣旗科技
688613,奥精医疗
000778,新兴铸管
000815,美利云
000597,东北制药
601901,方正证券
688466,金科环境
688660,电气风电
600685,中船防务
002162,悦心健康
688616,西力科技
920924,广脉科技
002556,辉隆股份
300169,天晟新材
600331,宏达股份
603499,翔港科技
600073,光明肉业
920204,沪江材料
300271,华宇软件
300581,晨曦航空
300327,中颖电子
301267,华厦眼科
301337,亚华电子
301308,江波龙
300423,昇辉科技
603883,老百姓
301035,润丰股份
000985,大庆华科
688045,必易微
300255,常山药业
300510,金冠股份
600774,汉商集团
300019,硅宝科技
300902,国安达
301158,德石股份
601138,工业富联
002073,软控股份
688056,莱伯泰科
301252,同星科技
605388,均瑶健康
000721,西安饮食
603916,苏博特
000401,金隅冀东
600099,林海股份
603303,得邦照明
300283,温州宏丰
300226,上海钢联
000690,宝新能源
600882,妙可蓝多
603001,奥康国际
601326,秦港股份
688373,盟科药业-U
002792,通宇通讯
603288,海天味业
605183,确成股份
301179,泽宇智能
002255,海陆重工
300474,景嘉微
000789,万年青
603536,惠发食品
001325,元创股份
001286,陕西能源
920260,中寰股份
600970,中材国际
688213,思特威-W
002456,欧菲光
000524,岭南控股
603871,嘉友国际
000089,深圳机场
002485,ST雪发
688132,邦彦技术
300787,海能实业
600189,泉阳泉
000929,*ST兰黄
600981,苏豪汇鸿
603079,圣达生物
300195,长荣股份
300963,中洲特材
301012,扬电科技
601966,玲珑轮胎
603707,健友股份
600207,安彩高科
301602,超研股份
002192,融捷股份
000757,浩物股份
601828,美凯龙
600379,宝光股份
601089,福元医药
301234,五洲医疗
600901,江苏金租
300250,初灵信息
601200,上海环境
601208,东材科技
000561,烽火电子
600420,国药现代
002932,*ST明德
600322,津投城开
603885,吉祥航空
301608,博实结
600845,XD宝信软
000517,荣安地产
601997,贵阳银行
301586,佳力奇
000068,华控赛格
603733,仙鹤股份
300369,绿盟科技
603309,维力医疗
002318,久立特材
002734,利民股份
300633,开立医疗
300256,星星科技
601021,春秋航空
600581,*ST八钢
002511,中顺洁柔
001382,新亚电缆
000999,华润三九
688606,奥泰生物
000783,长江证券
300890,翔丰华
300405,科隆股份
600594,益佰制药
000951,中国重汽
600196,复星医药
600399,抚顺特钢
920640,富士达
300631,久吾高科
001313,粤海饲料
603878,武进不锈
600651,飞乐音响
300188,国投智能
300417,南华仪器
601860,紫金银行
300618,寒锐钴业
920252,天宏锂电
600212,绿能慧充
600729,重百集团
601366,利群股份
002419,天虹股份
603385,惠达卫浴
002130,沃尔核材
003020,立方制药
301156,美农生物
000014,沙河股份
000016,*ST康佳A
000019,深粮控股
300027,ST华谊
300109,新开源
603628,清源股份
600310,广西能源
603398,*ST沐邦
000572,海马汽车
600506,统一股份
688155,先惠技术
001229,魅视科技
300016,北陆药业
300697,电工合金
300973,立高食品
603207,小方制药
300289,利德曼
002074,国轩高科
920519,万德股份
600611,大众交通
002063,远光软件
000550,江铃汽车
603519,立霸股份
000045,深纺织Ａ
600202,哈空调
000554,泰山石油
002838,道恩股份
600327,大东方
605567,春雪食品
603151,邦基科技
300304,云意电气
920576,天力复合
002695,煌上煌
688359,三孚新科
300151,昌红科技
603590,康辰药业
920371,欧福蛋业
000059,华锦股份
300713,英可瑞
603306,华懋科技
688539,高华科技
300592,华凯易佰
002735,王子新材
300800,力合科技
603058,永吉股份
603105,芯能科技
688362,甬矽电子
301103,何氏眼科
603128,华贸物流
300511,雪榕生物
920496,许昌智能
600612,老凤祥
002911,佛燃能源
002385,大北农
300892,品渥食品
688765,禾元生物-U
601456,国联民生
301183,东田微
603279,景津装备
600287,苏豪时尚
301558,三态股份
603106,恒银科技
300841,康华生物
002402,和而泰
301167,建研设计
300636,同和药业
300324,旋极信息
603822,ST嘉澳
301006,迈拓股份
000729,燕京啤酒
000811,冰轮环境
600708,光明地产
603639,海利尔
300579,数字认证
920493,并行科技
601333,广深铁路
000419,通程控股
002574,明牌珠宝
300389,艾比森
300317,珈伟新能
300962,中金辐照
600814,杭州解百
002697,红旗连锁
603336,宏辉果蔬
300294,博雅生物
000785,居然智家
300986,志特新材
605138,盛泰集团
600858,银座股份
301073,君亭酒店
605337,李子园
600365,ST通葡
300463,迈克生物
000663,永安林业
603881,数据港
603866,桃李面包
600602,云赛智联
002780,三夫户外
300595,欧普康视
688772,珠海冠宇
301108,洁雅股份
603725,天安新材
688607,康众医疗
300735,光弘科技
300134,大富科技
000582,北部湾港
605277,新亚电子
002398,垒知集团
300669,沪宁股份
000885,城发环境
301026,浩通科技
600688,上海石化
600129,太极集团
920068,天工股份
300382,斯莱克
002096,易普力
601099,太平洋
688127,蓝特光学
000589,贵州轮胎
000998,隆平高科
300850,新强联
688789,宏华数科
002683,广东宏大
300737,科顺股份
601298,青岛港
601112,振石股份
603052,可川科技
000911,*ST广糖
603387,基蛋生物
603616,韩建河山
301191,菲菱科思
300130,新国都
688005,容百科技
688089,嘉必优
000049,德赛电池
600125,铁龙物流
300464,星徽股份
603313,梦百合
688023,安恒信息
000917,电广传媒
600033,福建高速
000955,欣龙控股
300397,天和防务
300699,光威复材
002837,英维克
300534,陇神戎发
300452,山河药辅
600127,金健米业
301185,鸥玛软件
600496,精工钢构
600257,大湖股份
000011,深物业A
600655,豫园股份
688087,英科再生
000544,中原环保
002573,清新环境
300277,汽轮科技
603330,天洋新材
300650,太龙股份
920892,广咨国际
600380,健康元
000513,丽珠集团
600157,永泰能源
002317,众生药业
688185,康希诺
605198,安德利
301329,信音电子
300351,永贵电器
600395,盘江股份
600009,上海机场
605122,四方新材
600300,维维股份
601117,中国化学
300937,药易购
920299,灿能电力
301327,华宝新能
688111,金山办公
300884,狄耐克
300183,东软载波
688267,中触媒
002977,*ST天箭
300659,中孚信息
300251,光线传媒
300623,捷捷微电
688717,艾罗能源
002690,美亚光电
688561,奇安信-U
601698,中国卫通
000753,漳州发展
300500,启迪设计
688515,裕太微-U
600017,日照港
600512,腾达建设
601211,国泰海通
002793,罗欣药业
603218,日月股份
600862,中航高科
002746,仙坛股份
600185,珠免集团
002186,全 聚 德
688007,光峰科技
688182,灿勤科技
000969,安泰科技
002152,广电运通
688538,和辉光电-U
603429,*ST集友
688595,芯海科技
300270,中威电子
002566,益盛药业
300485,赛升药业
688276,百克生物
603716,塞力医疗
603987,康德莱
600710,苏美达
603899,晨光股份
920873,中设咨询
600048,保利发展
002328,新朋股份
600861,北京人力
600738,丽尚国潮
688582,芯动联科
600425,青松建化
601628,中国人寿
600824,益民集团
600390,五矿资本
600241,时代万恒
002508,老板电器
000548,湖南投资
002214,*ST大立
002820,桂发祥
920029,开发科技
301193,家联科技
300708,聚灿光电
600458,时代新材
300377,赢时胜
920128,胜业电气
600307,酒钢宏兴
301172,君逸数码
000930,中粮科技
002869,金溢科技
600838,上海九百
600975,新五丰
000423,东阿阿胶
600167,联美控股
601236,红塔证券
301290,东星医疗
600126,杭钢股份
300557,理工光科
688336,三生国健
000779,甘咨询
300767,震安科技
002534,西子洁能
002479,富春环保
688021,奥福科技
600859,王府井
600833,第一医药
300629,新劲刚
000683,博源化工
688372,伟测科技
300553,集智股份
001339,智微智能
688779,五矿新能
300791,仙乐健康
300775,三角防务
002645,华宏科技
920703,广厦环能
600476,*ST湘邮
001258,立新能源
300118,东方日升
300569,天能重工
301519,舜禹股份
600528,中铁工业
000856,冀东装备
002861,瀛通通讯
601568,北元化工
300784,利安科技
000809,和展能源
002023,海特高新
601611,中国核建
688078,龙软科技
300597,吉大通信
688799,华纳药厂
600278,东方创业
002986,宇新股份
605098,行动教育
603983,丸美生物
000995,皇台酒业
000008,神州高铁
688335,复洁科技
001227,兰州银行
301278,快可电子
600518,康美药业
001391,国货航
600765,中航重机
601601,中国太保
000850,华茂股份
688681,科汇股份
002452,长高电新
002364,中恒电气
688316,青云科技-U
000498,山东路桥
601880,辽港股份
000151,中成股份
300653,正海生物
000529,广弘控股
603165,荣晟环保
600720,中交设计
301207,华兰疫苗
300239,东宝生物
920982,锦波生物
688092,爱科科技
300269,联建光电
003039,顺控发展
688658,悦康药业
301120,新特电气
300147,*ST香雪
688191,智洋创新
301162,国能日新
000798,中水渔业
000519,中兵红箭
605179,一鸣食品
688575,亚辉龙
601788,光大证券
002603,以岭药业
688450,光格科技
600750,华润江中
300593,新雷能
002583,海能达
920062,科润智控
601878,浙商证券
603681,永冠新材
920694,中裕科技
300015,爱尔眼科
601336,新华保险
688031,星环科技-U
002575,群兴玩具
002548,金新农
000428,华天酒店
688053,ST思科瑞
605300,佳禾食品
301281,科源制药
600456,宝钛股份
300334,津膜科技
300796,贝斯美
002728,特一药业
002762,*ST金比
300601,康泰生物
000935,四川双马
002475,立讯精密
600775,南京熊猫
688239,航宇科技
600604,市北高新
002228,合兴包装
300711,广哈通信
000069,华侨城Ａ
002313,日海智能
600864,哈投股份
688695,中创股份
300504,天邑股份
600429,三元股份
600643,爱建集团
600137,浪莎股份
002437,誉衡药业
002022,科华生物
300204,舒泰神
300846,首都在线
600820,隧道股份
000800,一汽解放
002959,小熊电器
688180,君实生物-U
601018,宁波港
300589,江龙船艇
603098,森特股份
000766,通化金马
300563,神宇股份
600866,星湖科技
603357,设计总院
301601,惠通科技
301638,南网数字
601136,首创证券
002671,龙泉股份
001203,大中矿业
601995,中金公司
002369,卓翼科技
002182,宝武镁业
000725,京东方Ａ
000623,吉林敖东
688286,敏芯股份
000532,华金资本
300628,亿联网络
600186,莲花控股
600829,人民同泰
002307,北新路桥
301213,观想科技
920106,林泰新材
688579,地纬智能
300621,维业股份
688201,ST信安
001270,*ST铖昌
301301,川宁生物
688161,威高骨科
000600,建投能源
603209,兴通股份
300279,和晶科技
000882,华联股份
600697,欧亚集团
000048,京基智农
603375,盛景微
688597,煜邦电力
300359,全通教育
301117,佳缘科技
000825,太钢不锈
688432,有研硅
002078,太阳纸业
002908,德生科技
300487,蓝晓科技
600388,龙净环保
688488,艾迪药业
301011,华立科技
600802,福建水泥
002461,珠江啤酒
000531,穗恒运Ａ
002984,森麒麟
600271,航天信息
002049,紫光国微
300383,光环新网
688584,上海合晶
000977,浪潮信息
601512,中新集团
920656,海昇药业
688776,国光电气
301566,达利凯普
603083,剑桥科技
920123,芭薇股份
600295,鄂尔多斯
001979,招商蛇口
300163,先锋新材
600436,片仔癀
603160,汇顶科技
603085,天成自控
600704,物产中大
600776,东方通信
603051,鹿山新材
688657,浩辰软件
300793,佳禾智能
000738,航发控制
002088,鲁阳节能
000590,古汉医药
600352,浙江龙盛
002340,格林美
600280,中央商场
600868,梅雁吉祥
600809,山西汾酒
002730,电光科技
300345,华民股份
920832,齐鲁华信
600468,百利电气
603091,众鑫股份
300453,三鑫医疗
600448,华纺股份
000021,深科技
001324,长青科技
688009,中国通号
600874,创业环保
603937,丽岛新材
000829,天音控股
600503,华丽家族
605162,新中港
601375,中原证券
600161,天坛生物
601666,平煤股份
002235,安妮股份
000936,华西股份
600198,大唐电信
002106,莱宝高科
000702,正虹科技
688369,致远互联
600329,达仁堂
300752,隆利科技
300455,航天智装
300119,瑞普生物
600529,山东药玻
002551,尚荣医疗
601198,东兴证券
920879,基康技术
301099,雅创电子
000920,沃顿科技
300384,三联虹普
301391,卡莱特
000776,广发证券
002188,中天服务
300044,*ST赛为
301333,诺思格
603823,百合花
688148,芳源股份
000541,佛山照明
300514,友讯达
603678,火炬电子
002942,新农股份
601528,瑞丰银行
002627,三峡旅游
600052,东望时代
002839,张家港行
688428,诺诚健华
002286,保龄宝
300837,浙矿股份
603059,倍加洁
301219,腾远钴业
920125,鸿仕达
300288,朗玛信息
002213,大为股份
688408,中信博
600615,鑫源智造
600499,科达制造
000682,东方电子
000801,四川九洲
002579,中京电子
603565,中谷物流
920396,常辅股份
688701,卓锦股份
688153,唯捷创芯
605155,西大门
605123,派克新材
302132,中航成飞
301526,国际复材
000514,渝 开 发
600019,宝钢股份
600764,中国海防
688370,丛麟科技
920964,润农节水
002377,国创高新
600383,金地集团
600894,广日股份
002440,闰土股份
300842,帝科股份
600810,神马股份
603459,红板科技
601106,中国一重
603177,德创环保
301045,天禄科技
300005,探路者
000750,国海证券
600107,*ST尔雅
600969,郴电国际
603095,越剑智能
600992,贵绳股份
600138,中青旅
920819,颖泰生物
300843,胜蓝股份
600755,厦门国贸
601222,林洋能源
688368,晶丰明源
300645,正元智慧
688800,瑞可达
301130,西点药业
002227,*ST特迅
002273,水晶光电
002247,聚力文化
002104,恒宝股份
000637,茂化实华
002725,跃岭股份
300386,飞天诚信
301068,大地海洋
688350,富淼科技
301282,金禄电子
000065,北方国际
601127,赛力斯
002968,新大正
002126,银轮股份
300871,回盛生物
000876,新 希 望
002673,西部证券
002345,潮宏基
603685,晨丰科技
605305,中际联合
301489,思泉新材
603789,*ST星农
603900,莱绅通灵
603299,苏盐井神
600559,老白干酒
300220,金运激光
301322,绿通科技
603267,鸿远电子
300129,泰胜风能
600022,山东钢铁
600596,新安股份
603729,ST龙韵
603334,丰倍生物
002970,锐明技术
601881,中国银河
000958,电投产融
301037,保立佳
601002,晋亿实业
688767,博拓生物
600895,张江高科
002418,康盛股份
600561,江西长运
002069,獐子岛
000566,海南海药
002060,广东建工
002624,完美世界
600885,宏发股份
920857,泓禧科技
600768,宁波富邦
600805,悦达投资
603515,欧普照明
002967,广电计量
002178,延华智能
002557,洽洽食品
920010,凯添燃气
605007,五洲特纸
002316,亚联发展
600071,凤凰光学
601377,兴业证券
688198,佰仁医疗
600252,中恒集团
603198,迎驾贡酒
300682,朗新科技
002672,东江环保
600266,城建发展
000797,中国武夷
002365,永安药业
000709,河钢股份
600787,中储股份
300435,中泰股份
300910,瑞丰新材
601162,天风证券
301256,华融化学
688110,东芯股份
001205,盛航股份
603367,辰欣药业
601020,华钰矿业
688102,斯瑞新材
002707,众信旅游
002705,新宝股份
601702,华峰铝业
688179,阿拉丁
600029,南方航空
301165,锐捷网络
000735,罗 牛 山
603017,中衡设计
920186,中科仪
920809,安达科技
002216,三全食品
600628,新世界
001366,播恩集团
001221,悍高集团
002634,*ST棒杰
000980,众泰汽车
000006,深振业Ａ
600109,国金证券
300972,万辰集团
002876,三利谱
002996,顺博合金
000685,中山公用
300803,指南针
603608,天创时尚
300121,阳谷华泰
688288,鸿泉技术
002283,天润工业
600717,天津港
600682,南京新百
300140,节能环境
000058,深 赛 格
300380,安硕信息
603381,永臻股份
600323,瀚蓝环境
300179,四方达
301088,戎美股份
603863,松炀资源
300059,东方财富
688178,万德斯
301009,可靠股份
000728,国元证券
603318,水发燃气
600517,国网英大
002263,大东南
688067,爱威科技
300252,金信诺
002466,天齐锂业
605058,澳弘电子
605108,同庆楼
688449,联芸科技
920266,生物谷
301266,宇邦新材
600318,新力金融
688122,西部超导
688396,华润微
000560,我爱我家
000536,华映科技
600502,安徽建工
000501,武商集团
301539,宏鑫科技
300141,和顺电气
688503,聚和材料
688818,电科蓝天
688093,世华科技
301067,显盈科技
605158,华达新材
600061,国投资本
601609,金田股份
603123,翠微股份
000063,中兴通讯
000415,渤海租赁
300097,智云股份
688329,艾隆科技
688321,微芯生物
002870,香山股份
002268,电科网安
301237,和顺科技
301021,英诺激光
600616,金枫酒业
002179,中航光电
688033,*ST天宜
003009,中天火箭
300762,上海瀚讯
002153,石基信息
002272,川润股份
600782,新钢股份
600877,电科芯片
000525,红太阳
603766,隆鑫通用
920357,雅葆轩
688750,金天钛业
600801,华新建材
300958,建工修复
300777,中简科技
600826,兰生股份
000576,甘化科工
600360,*ST华微
000701,厦门信达
002524,光正眼科
301379,天山电子
301511,德福科技
002157,正邦科技
000768,中航西飞
688237,超卓航科
002057,中钢天源
600397,江钨装备
600906,财达证券
600865,百大集团
920422,润普食品
600828,茂业商业
603577,汇金通
600237,铜峰电子
605089,味知香
920092,汉鑫科技
920701,豪声电子
920547,无锡晶海
002910,庄园牧场
688026,洁特生物
300227,光韵达
688510,航亚科技
000002,万  科Ａ
002151,北斗星通
920808,曙光数创
605218,伟时电子
688586,江航装备
002564,天沃科技
603238,诺邦股份
000100,TCL科技
688119,中钢洛耐
300033,同花顺
300088,长信科技
002423,中粮资本
002024,ST易购
301498,乖宝宠物
002702,海欣食品
002991,甘源食品
600292,电投水电
300478,杭州高新
688518,联赢激光
300082,奥克股份
002872,ST天圣
002171,楚江新材
300447,全信股份
002788,鹭燕医药
601963,重庆银行
300869,康泰医学
000852,石化机械
603399,永杉锂业
000564,供销大集
300980,祥源新材
600067,冠城新材
002829,星网宇达
920037,广信科技
600566,济川药业
001373,翔腾新材
688065,凯赛生物
688349,三一重能
000858,五 粮 液
600649,城投控股
300605,恒锋信息
600665,天地源
688702,盛科通信-U
002960,青鸟智控
300929,华骐环保
001269,欧晶科技
301285,鸿日达
002330,得利斯
300790,宇瞳光学
300856,科思股份
600570,恒生电子
000862,银星能源
601717,中创智领
300398,飞凯材料
920992,中科美菱
600369,西南证券
000605,渤海股份
920592,华信永道
300898,熊猫乳品
601933,永辉超市
002038,双鹭药业
688382,益方生物-U
300852,四会富仕
002460,赣锋锂业
002203,海亮股份
000762,西藏矿业
300492,华图山鼎
920018,宏远股份
000788,北大医药
002342,巨力索具
002544,普天科技
603202,天有为
603615,茶花股份
300234,开尔新材
300603,立昂技术
603637,镇海股份
301595,太力科技
300804,广康生化
301175,中科环保
000718,苏宁环球
300424,航新科技
600716,凤凰股份
300120,经纬辉开
300212,*ST易录
600976,健民集团
600736,苏州高新
603698,航天工程
001220,世盟股份
601992,金隅集团
002613,北玻股份
002234,民和股份
300197,节能铁汉
600338,西藏珠峰
000926,福星股份
605599,菜百股份
603989,艾华集团
688371,菲沃泰
002916,深南电路
688317,之江生物
000037,深南电A
600667,太极实业
002446,盛路通信
300142,沃森生物
688278,特宝生物
002736,国信证券
002594,比亚迪
600131,国网信通
002368,太极股份
688511,天微电子
601318,中国平安
600120,浙江东方
603797,联泰环保
688426,康为世纪
301479,弘景光电
300684,中石科技
605028,世茂能源
600585,海螺水泥
688099,晶晨股份
301556,托普云农
001289,龙源电力
920786,骑士乳业
002197,证通电子
301505,苏州规划
002824,和胜股份
000988,华工科技
300773,拉卡拉
688013,天臣医疗
603919,金徽酒
300400,劲拓股份
920019,铜冠矿建
600589,大位科技
300347,泰格医药
002486,嘉麟杰
000727,冠捷科技
002161,远 望 谷
688158,优刻得-W
002545,东方铁塔
601515,衢州东峰
920275,驱动力
688556,高测股份
688189,南新制药
002606,大连电瓷
600255,鑫科材料
603687,大胜达
000655,金岭矿业
300551,古鳌科技
688400,凌云光
600113,浙江东日
601187,厦门银行
688343,云天励飞-U
300189,神农种业
301203,国泰环保
300286,安科瑞
301057,汇隆新材
603222,济民健康
003004,*ST声迅
603817,海峡环保
603966,法兰泰克
603558,健盛集团
603496,恒为科技
601000,唐山港
002180,奔图科技
001914,招商积余
300867,圣元环保
002304,洋河股份
002558,巨人网络
603191,望变电气
603215,比依股份
603060,国检集团
000761,本钢板材
603402,陕西旅游
300303,聚飞光电
600261,阳光照明
601519,大智慧
002051,中工国际
603939,益丰药房
300168,万达信息
002129,TCL中环
603556,海兴电力
000088,盐 田 港
688795,摩尔线程-U
605188,国光连锁
601226,华电科工
001233,海安集团
920300,辰光医疗
300535,达威股份
600606,绿地控股
301209,联合化学
000877,天山股份
603856,东宏股份
002462,嘉事堂
300583,赛托生物
300670,大烨智能
002546,新联电子
600051,宁波联合
688352,颀中科技
301323,新莱福
688133,泰坦科技
300308,中际旭创
300053,航宇微
300982,苏文电能
600983,惠而浦
600633,浙数文化
601096,宏盛华源
002982,湘佳股份
603703,盛洋科技
920670,数字人
002478,常宝股份
600165,ST宁科
002233,塔牌集团
301389,隆扬电子
600621,华鑫股份
300443,金雷股份
002638,勤上股份
300113,顺网科技
600325,华发股份
002295,精艺股份
000708,中信特钢
603858,步长制药
300241,瑞丰光电
300945,曼卡龙
603271,永杰新材
301312,智立方
300855,图南股份
300337,银邦股份
002453,华软科技
920261,一诺威
688152,麒麟信安
601179,中国西电
601008,连云港
600515,海南机场
300232,洲明科技
300215,电科院
605090,九丰能源
688513,苑东生物
000061,农 产 品
300808,久量股份
603010,万盛股份
002926,华西证券
688565,力源科技
301176,逸豪新材
688190,云路股份
603803,瑞斯康达
600516,方大炭素
603071,物产环能
601156,东航物流
000792,盐湖股份
600588,用友网络
688581,安杰思
688187,时代电气
000733,振华科技
300731,科创新源
300138,晨光生物
000816,智慧农业
300246,宝莱特
600605,汇通能源
688156,路德科技
600119,*ST长投
600159,大龙地产
688184,ST帕瓦
300896,爱美客
000020,深华发Ａ
688075,安旭生物
601022,宁波远洋
002339,积成电子
002041,登海种业
000686,东北证券
002500,山西证券
002897,意华股份
600909,华安证券
600958,东方证券
600076,康欣新材
600288,大恒科技
002416,爱施德
605068,明新旭腾
600446,金证股份
000898,鞍钢股份
600739,辽宁成大
600854,春兰股份
600638,新黄浦
688559,海目星
002650,ST加加
300880,迦南智能
002797,第一创业
002211,ST宏达
603799,华友钴业
301232,飞沃科技
300185,通裕重工
300184,力源信息
300087,荃银高科
300093,*ST金刚
301349,信德新材
603162,海通发展
301082,久盛电气
002017,东信和平
603609,禾丰股份
000166,申万宏源
002036,联创电子
000505,京粮控股
300772,运达股份
688055,龙腾光电
920641,格利尔
002320,海峡股份
600848,上海临港
600316,洪都航空
300975,商络电子
002568,百润股份
000547,航天发展
300084,海默科技
600930,华电新能
600533,栖霞建设
002294,信立泰
002285,世联行
920169,七丰精工
003005,竞业达
920639,晨光电缆
601616,广电电气
300136,信维通信
600818,ST中路
600359,新农开发
688693,锴威特
601108,财通证券
002945,华林证券
002879,长缆科技
600990,四创电子
600326,西藏天路
300779,惠城环保
300935,盈建科
603216,梦天家居
001367,海森药业
002187,广百股份
688228,开普云
001389,广合科技
002646,天佑德酒
601121,宝地矿业
600725,云维股份
000899,赣能股份
300489,光智科技
600481,双良节能
301372,科净源
002449,国星光电
600850,电科数字
002321,华英农业
600312,平高电气
300861,美畅股份
002245,蔚蓝锂芯
002176,江特电机
002056,横店东磁
301328,维峰电子
600151,航天机电
600509,天富能源
688553,汇宇制药-W
600406,国电南瑞
002471,中超控股
920007,酉立智能
603110,东方材料
300889,爱克股份
301607,富特科技
603396,金辰股份
300639,凯普生物
000717,中南股份
300125,*ST聆达
000688,国城矿业
601388,怡球资源
002167,东方锆业
000909,*ST数源
